time_s,actuator_position_mm,actuator_velocity_mm_s,reaction_force_n,temperature_1_c,temperature_2_c,temperature_3_c,temperature_4_c
28.8,92.50000000000001,0.08,44.503753733225025,25.67095,25.62622,25.58149,25.53676
29.0,92.51600000000002,0.08,44.96030530056513,25.67725,25.6321,25.58695,25.5418
29.200000000000003,92.53200000000001,0.08,47.72164154177595,25.68355,25.63798,25.59241,25.54684
29.400000000000002,92.54800000000002,0.08,51.46083065553753,25.68985,25.64386,25.59787,25.55188
29.6,92.56400000000001,0.08,53.662094018088524,25.69615,25.64974,25.60333,25.55692
29.8,92.58000000000001,0.08,53.32009311232732,25.70245,25.65562,25.60879,25.56196
30.0,92.596,0.08,59.90128410422013,25.70875,25.6615,25.61425,25.567
30.200000000000003,92.61200000000001,0.08,59.70392836695927,25.71505,25.66738,25.61971,25.57204
30.400000000000002,92.62800000000001,0.08,61.47693113451135,25.72135,25.67326,25.62517,25.57708
30.6,92.644,0.08,64.54633083159808,25.72765,25.67914,25.63063,25.58212
30.8,92.66000000000001,0.08,68.37809810508928,25.73395,25.68502,25.63609,25.58716
31.0,92.67600000000002,0.08,75.2792325152799,25.74025,25.6909,25.64155,25.5922
31.200000000000003,92.69200000000001,0.08,72.59236285121392,25.74655,25.69678,25.64701,25.59724
31.400000000000002,92.70800000000001,0.08,78.23557693544639,25.75285,25.70266,25.65247,25.60228
31.6,92.724,0.08,76.66478729223921,25.75915,25.70854,25.65793,25.60732
31.8,92.74000000000001,0.08,84.01516986305857,25.76545,25.71442,25.66339,25.61236
32.0,92.756,0.08,88.94800143049217,25.77175,25.7203,25.66885,25.6174
32.2,92.772,0.08,89.85864787259649,25.77805,25.72618,25.67431,25.62244
32.4,92.78800000000001,0.08,92.30875903114736,25.78435,25.73206,25.67977,25.62748
32.6,92.804,0.08,97.31822453056493,25.79065,25.737940000000002,25.68523,25.63252
32.800000000000004,92.82000000000001,0.08,101.59533251057667,25.79695,25.74382,25.69069,25.63756
33.0,92.83600000000001,0.08,104.91412083405989,25.80325,25.7497,25.69615,25.6426
33.2,92.852,0.08,110.97534011303424,25.80955,25.755580000000002,25.70161,25.64764
33.4,92.86800000000001,0.08,110.94398688750802,25.81585,25.76146,25.70707,25.65268
33.6,92.88400000000001,0.08,112.88762963816568,25.82215,25.76734,25.71253,25.65772
33.800000000000004,92.9,0.08,117.41869587954393,25.82845,25.77322,25.71799,25.66276
34.0,92.91600000000001,0.08,121.1751388290585,25.83475,25.7791,25.72345,25.6678
34.2,92.932,0.08,125.2382427508484,25.84105,25.78498,25.72891,25.67284
34.4,92.94800000000001,0.08,128.7123703541379,25.84735,25.79086,25.73437,25.677880000000002
34.6,92.964,0.08,132.92291960369155,25.853650000000002,25.79674,25.73983,25.68292
34.800000000000004,92.98,0.08,133.08663312203666,25.85995,25.80262,25.74529,25.68796
35.0,92.99600000000001,0.08,141.99160260278165,25.86625,25.8085,25.75075,25.693
35.2,93.012,0.08,143.13742775297703,25.87255,25.81438,25.75621,25.69804
35.4,93.028,0.08,145.94558687133855,25.87885,25.82026,25.76167,25.70308
35.6,93.04400000000001,0.08,153.62272908532415,25.88515,25.82614,25.76713,25.70812
35.800000000000004,93.06,0.08,159.0874158400037,25.89145,25.83202,25.77259,25.71316
36.0,93.07600000000001,0.08,161.59446358581977,25.89775,25.8379,25.77805,25.7182
36.2,93.092,0.08,165.13636938427382,25.90405,25.84378,25.78351,25.72324
36.4,93.108,0.08,167.20514893745556,25.91035,25.84966,25.78897,25.72828
36.6,93.124,0.08,179.11805530833735,25.91665,25.85554,25.79443,25.73332
36.800000000000004,93.14,0.08,179.4904598314423,25.92295,25.86142,25.79989,25.73836
37.0,93.156,0.08,179.8559662223615,25.92925,25.8673,25.80535,25.7434
37.2,93.172,0.08,185.02938537983542,25.93555,25.87318,25.81081,25.74844
37.4,93.188,0.08,191.2661211714915,25.94185,25.87906,25.81627,25.75348
37.6,93.20400000000001,0.08,192.5355022563228,25.94815,25.88494,25.82173,25.75852
37.800000000000004,93.22,0.08,200.58423353092073,25.95445,25.89082,25.82719,25.763560000000002
38.0,93.236,0.08,203.97995147720042,25.96075,25.8967,25.83265,25.7686
38.2,93.252,0.08,212.05077998228592,25.96705,25.90258,25.83811,25.77364
38.400000000000006,93.268,0.08,216.2716245562273,25.97335,25.90846,25.84357,25.77868
38.6,93.28399999999999,0.08,213.72266424204687,25.97965,25.91434,25.84903,25.78372
38.800000000000004,93.3,0.08,224.07531602501447,25.98595,25.92022,25.85449,25.78876
39.0,93.316,0.08,225.65232103563318,25.99225,25.9261,25.85995,25.7938
39.2,93.332,0.08,236.0504614183883,25.99855,25.93198,25.86541,25.79884
39.400000000000006,93.348,0.08,239.15982663609967,26.00485,25.93786,25.87087,25.80388
39.6,93.364,0.08,244.96127236584755,26.01115,25.943740000000002,25.87633,25.80892
39.800000000000004,93.38,0.08,246.82339372301973,26.01745,25.94962,25.88179,25.81396
40.0,93.396,0.08,257.74793965222096,26.02375,25.9555,25.88725,25.819
40.2,93.41199999999999,0.08,263.316836329663,26.03005,25.961380000000002,25.89271,25.82404
40.400000000000006,93.428,0.08,262.3808535019204,26.03635,25.96726,25.89817,25.82908
40.6,93.44399999999999,0.08,270.5377495233626,26.042650000000002,25.97314,25.90363,25.83412
40.800000000000004,93.46,0.08,273.77517890026405,26.04895,25.97902,25.90909,25.83916
41.0,93.476,0.08,280.4521731646216,26.05525,25.9849,25.91455,25.8442
41.2,93.49199999999999,0.08,283.39335809760996,26.06155,25.99078,25.92001,25.84924
41.400000000000006,93.508,0.08,295.1319576651666,26.06785,25.99666,25.92547,25.85428
41.6,93.524,0.08,294.9799844554399,26.07415,26.00254,25.93093,25.85932
41.800000000000004,93.53999999999999,0.08,301.8944225048557,26.08045,26.00842,25.93639,25.86436
42.0,93.556,0.08,309.10530086008225,26.08675,26.0143,25.94185,25.8694
42.2,93.57199999999999,0.08,312.4703859181909,26.09305,26.02018,25.94731,25.87444
42.400000000000006,93.588,0.08,318.99741211621495,26.09935,26.02606,25.95277,25.87948
42.6,93.60399999999998,0.08,324.1065752004977,26.10565,26.03194,25.95823,25.88452
42.800000000000004,93.61999999999999,0.08,330.77197107980044,26.11195,26.03782,25.96369,25.88956
43.0,93.636,0.08,334.5499971074089,26.11825,26.0437,25.96915,25.8946
43.2,93.65199999999999,0.08,341.9143811569489,26.12455,26.04958,25.97461,25.89964
43.400000000000006,93.66799999999999,0.08,348.32286530404144,26.13085,26.05546,25.98007,25.90468
43.6,93.684,0.08,354.0624463858496,26.13715,26.06134,25.98553,25.90972
43.800000000000004,93.69999999999999,0.08,360.8834141113754,26.14345,26.06722,25.99099,25.91476
44.0,93.716,0.08,366.2707899925457,26.14975,26.0731,25.99645,25.9198
44.2,93.73199999999999,0.08,374.497138419489,26.15605,26.07898,26.00191,25.92484
44.400000000000006,93.74799999999999,0.08,378.5247430381004,26.16235,26.08486,26.00737,25.92988
44.6,93.76399999999998,0.08,385.12489091529596,26.16865,26.09074,26.01283,25.93492
44.800000000000004,93.77999999999999,0.08,390.34225702998583,26.17495,26.09662,26.01829,25.93996
45.0,93.79599999999999,0.08,396.93893305390617,26.18125,26.1025,26.02375,25.945
45.2,93.81199999999998,0.08,401.82957329091676,26.18755,26.10838,26.02921,25.95004
45.400000000000006,93.82799999999999,0.08,411.80911822200693,26.19385,26.11426,26.03467,25.95508
45.6,93.844,0.08,414.9458360688853,26.20015,26.12014,26.04013,25.96012
45.800000000000004,93.85999999999999,0.08,422.2447586683384,26.20645,26.12602,26.04559,25.96516
46.0,93.87599999999999,0.08,431.0067777492556,26.21275,26.1319,26.05105,25.9702
46.2,93.89199999999998,0.08,437.6914123140748,26.21905,26.13778,26.05651,25.97524
46.400000000000006,93.90799999999999,0.08,442.73011645326136,26.22535,26.14366,26.06197,25.98028
46.6,93.92399999999998,0.08,446.18194155694556,26.23165,26.149540000000002,26.06743,25.98532
46.800000000000004,93.93999999999998,0.08,457.7976179626184,26.23795,26.15542,26.07289,25.99036
47.0,93.95599999999999,0.08,464.25777215665914,26.24425,26.1613,26.07835,25.9954
47.2,93.97199999999998,0.08,467.7418174594022,26.25055,26.167180000000002,26.08381,26.00044
47.400000000000006,93.98799999999999,0.08,478.9809851658932,26.25685,26.17306,26.08927,26.00548
47.6,94.00399999999999,0.08,482.9576751153452,26.26315,26.17894,26.09473,26.01052
47.800000000000004,94.01999999999998,0.08,489.07275143464136,26.26945,26.184820000000002,26.10019,26.01556
48.0,94.03599999999999,0.08,498.5275083767486,26.27575,26.1907,26.10565,26.0206
48.2,94.05199999999998,0.08,505.0356392849796,26.28205,26.19658,26.11111,26.02564
48.400000000000006,94.06799999999998,0.08,512.8999232737866,26.28835,26.202460000000002,26.11657,26.03068
48.6,94.08399999999997,0.08,516.4307846868442,26.29465,26.20834,26.12203,26.03572
48.800000000000004,94.09999999999998,0.08,530.4598058953444,26.30095,26.21422,26.12749,26.04076
49.0,94.11599999999999,0.08,532.868501976872,26.30725,26.2201,26.13295,26.0458
49.2,94.13199999999998,0.08,538.2783326015824,26.31355,26.22598,26.13841,26.05084
49.400000000000006,94.14799999999998,0.08,549.924476285993,26.31985,26.23186,26.14387,26.055880000000002
49.6,94.16399999999999,0.08,555.3515836408283,26.32615,26.23774,26.14933,26.06092
49.800000000000004,94.17999999999998,0.08,564.1305192004146,26.33245,26.24362,26.15479,26.06596
50.0,94.19599999999998,0.08,570.2663574681528,26.33875,26.2495,26.16025,26.071
50.2,94.21199999999997,0.08,578.3359793157902,26.34505,26.25538,26.16571,26.07604
50.400000000000006,94.22799999999998,0.08,586.5019572635624,26.35135,26.26126,26.17117,26.08108
50.6,94.24399999999997,0.08,592.117075789784,26.35765,26.26714,26.17663,26.08612
50.800000000000004,94.25999999999998,0.08,602.6128021632048,26.36395,26.27302,26.18209,26.09116
51.0,94.27599999999998,0.08,608.005388982635,26.37025,26.2789,26.18755,26.0962
51.2,94.29199999999997,0.08,614.9405596290788,26.37655,26.28478,26.19301,26.10124
51.400000000000006,94.30799999999998,0.08,624.6135761195964,26.38285,26.29066,26.19847,26.10628
51.6,94.32399999999998,0.08,633.1739582655193,26.38915,26.29654,26.20393,26.11132
51.800000000000004,94.33999999999997,0.08,639.6948233364772,26.39545,26.30242,26.20939,26.11636
52.0,94.35599999999998,0.08,646.3417457871852,26.40175,26.3083,26.21485,26.1214
52.2,94.37199999999997,0.08,657.264812360275,26.40805,26.31418,26.22031,26.12644
52.400000000000006,94.38799999999998,0.08,660.507647866153,26.41435,26.32006,26.22577,26.13148
52.6,94.40399999999997,0.08,670.0142059219986,26.42065,26.32594,26.23123,26.13652
52.800000000000004,94.41999999999997,0.08,680.2471297323458,26.42695,26.33182,26.23669,26.14156
53.0,94.43599999999998,0.08,685.5825927415652,26.43325,26.337699999999998,26.24215,26.1466
53.2,94.45199999999997,0.08,696.541762618479,26.43955,26.34358,26.24761,26.15164
53.400000000000006,94.46799999999998,0.08,704.6015028205712,26.44585,26.34946,26.25307,26.15668
53.6,94.48399999999998,0.08,714.7785137760899,26.45215,26.355339999999998,26.25853,26.16172
53.800000000000004,94.49999999999997,0.08,719.4655668781603,26.45845,26.36122,26.26399,26.16676
54.0,94.51599999999998,0.08,728.4017145281441,26.46475,26.3671,26.26945,26.1718
54.2,94.53199999999997,0.08,738.7224962153053,26.471049999999998,26.37298,26.27491,26.17684
54.400000000000006,94.54799999999997,0.08,741.5877951734744,26.47735,26.37886,26.28037,26.18188
54.6,94.56399999999996,0.08,761.1939399480524,26.48365,26.38474,26.28583,26.18692
54.800000000000004,94.57999999999997,0.08,762.131589911203,26.48995,26.39062,26.29129,26.19196
55.0,94.59599999999998,0.08,770.6483201339804,26.49625,26.3965,26.29675,26.197
55.2,94.61199999999997,0.08,782.4533670727382,26.50255,26.40238,26.30221,26.20204
55.400000000000006,94.62799999999997,0.08,789.3185534979008,26.50885,26.40826,26.30767,26.20708
55.6,94.64399999999998,0.08,794.5504090375224,26.51515,26.41414,26.31313,26.21212
55.800000000000004,94.65999999999997,0.08,808.1180750079234,26.52145,26.42002,26.31859,26.21716
56.0,94.67599999999997,0.08,817.3737959464883,26.52775,26.4259,26.32405,26.2222
56.2,94.69199999999996,0.08,823.6057952611462,26.53405,26.43178,26.32951,26.227240000000002
56.400000000000006,94.70799999999997,0.08,832.8289238192356,26.54035,26.43766,26.33497,26.23228
56.6,94.72399999999996,0.08,843.2942816105563,26.54665,26.44354,26.34043,26.23732
56.800000000000004,94.73999999999997,0.08,849.4786531552725,26.55295,26.44942,26.34589,26.24236
57.0,94.75599999999997,0.08,861.1905678366401,26.55925,26.4553,26.35135,26.2474
57.2,94.77199999999996,0.08,869.7736032973362,26.56555,26.46118,26.35681,26.25244
57.400000000000006,94.78799999999997,0.08,877.1299580720732,26.57185,26.46706,26.36227,26.25748
57.6,94.80399999999997,0.08,884.8440012258844,26.57815,26.47294,26.36773,26.26252
57.800000000000004,94.81999999999996,0.08,896.3689030453253,26.58445,26.47882,26.37319,26.26756
58.0,94.83599999999997,0.08,904.3046716420371,26.59075,26.4847,26.37865,26.2726
58.2,94.85199999999996,0.08,917.3371936662903,26.59705,26.49058,26.38411,26.27764
58.400000000000006,94.86799999999997,0.08,924.9448207278954,26.60335,26.49646,26.38957,26.28268
58.6,94.88399999999996,0.08,935.5864798724517,26.60965,26.50234,26.39503,26.28772
58.800000000000004,94.89999999999996,0.08,943.700564159109,26.61595,26.50822,26.40049,26.29276
59.0,94.91599999999997,0.08,953.4094453932106,26.62225,26.5141,26.40595,26.2978
59.2,94.93199999999996,0.08,960.813246607761,26.62855,26.51998,26.41141,26.30284
59.400000000000006,94.94799999999996,0.08,973.2541842097686,26.63485,26.52586,26.41687,26.30788
59.6,94.96399999999997,0.08,985.0695398826838,26.64115,26.53174,26.42233,26.31292
59.800000000000004,94.97999999999996,0.08,990.5059969060794,26.64745,26.53762,26.42779,26.31796
60.0,94.99599999999997,0.08,999.6081922012288,26.65375,26.5435,26.43325,26.323
60.2,95.01199999999996,0.08,1010.1895437052106,26.660050000000002,26.54938,26.43871,26.32804
60.400000000000006,95.02799999999996,0.08,1019.2972052692901,26.66635,26.55526,26.44417,26.33308
60.6,95.04399999999995,0.08,1028.6543953020387,26.67265,26.56114,26.44963,26.33812
60.800000000000004,95.05999999999996,0.08,1040.1743352472479,26.67895,26.56702,26.45509,26.34316
61.0,95.07599999999996,0.08,1049.1996798084222,26.68525,26.5729,26.46055,26.3482
61.2,95.09199999999996,0.08,1062.5857688856051,26.69155,26.578780000000002,26.46601,26.35324
61.400000000000006,95.10799999999996,0.08,1069.6778389610345,26.69785,26.58466,26.47147,26.35828
61.6,95.12399999999997,0.08,1080.337548197602,26.70415,26.59054,26.47693,26.36332
61.800000000000004,95.13999999999996,0.08,1091.648898760288,26.71045,26.596420000000002,26.48239,26.36836
62.0,95.15599999999996,0.08,1099.2412841271757,26.71675,26.6023,26.48785,26.3734
62.2,95.17199999999995,0.08,1112.8569877419122,26.72305,26.60818,26.49331,26.37844
62.400000000000006,95.18799999999996,0.08,1118.9015912661262,26.72935,26.614060000000002,26.49877,26.38348
62.6,95.20399999999995,0.08,1128.7765038755253,26.73565,26.61994,26.50423,26.38852
62.800000000000004,95.21999999999996,0.08,1139.9294879259269,26.74195,26.62582,26.50969,26.39356
